geneID	patricID	transcriptID	function	bh_t14_A	bh_t14_B	bh_t14_C	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C	l2fc_32_12	adjP_32_12	l2fc_32_72	adjP_32_72
RUMHYD_03791	fig|476272.21.peg.473	EEG47324	hypothetical protein	242.523832	37.610751	125.63733	0.869999	0	2.819937	0	0	54.330685	7.539814395	1.40E-11	4.061596688	0.310848588
RUMHYD_00338	fig|476272.21.peg.3345	EEG50725	"Bifurcating [FeFe] hydrogenase, gamma subunit (EC 1.12.1.4)"	25.976812	16.123431	20.713984	185.367884	210.228746	245.222223	71.067513	134.136294	64.34344	-2.544355355	1.43E-11	-0.580569373	0.350796582
RUMHYD_00827	fig|476272.21.peg.3833	EEG50239	hypothetical protein	7.503201	5.994112	6.91283	98.244926	55.734163	62.462105	10.652212	9.46474	29.220157	-2.646538294	1.44E-11	-1.551782667	0.00619354
RUMHYD_02737	fig|476272.21.peg.867	EEG48374	Uncharacterized protein CA_C2659	2110.910007	2542.314653	3876.679182	294.845315	746.74956	269.324374	408.304663	374.433956	350.990687	3.625019082	1.70E-11	0.395196873	0.63656236
RUMHYD_00450	fig|476272.21.peg.3457	EEG50574	hypothetical protein	39.78068	37.031358	34.32068	376.155597	358.494863	783.469801	24.603988	49.141181	20.460309	-3.028790547	1.70E-11	-3.26441094	1.63E-08
RUMHYD_03252	fig|476272.21.peg.1378	EEG47876	hypothetical protein	0	0	0	6.823785	5.54317	3.895834	1.478545	3.038815	23.413606	-9.369670806	1.72E-11	1.096409274	0.258468156
RUMHYD_02716	fig|476272.21.peg.847	EEG48396	hypothetical protein	806.110712	677.614195	634.024465	191.815848	48.027894	68.539452	181.766641	216.113709	185.457378	3.606305398	1.97E-11	1.676920513	0.008458681
RUMHYD_03604	fig|476272.21.peg.282	EEG47508	hypothetical protein	977.048612	750.383686	980.789554	332.001982	102.33632	103.059249	1205.782445	2140.200073	1283.359291	3.403151252	2.36E-11	3.728379693	6.62E-10
RUMHYD_03691	fig|476272.21.peg.370	EEG47439	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	12.471162	18.788073	19.925284	170.621792	237.050514	249.772675	13.387193	17.185453	8.663946	-2.930246531	2.76E-11	-3.274656351	6.16E-09
RUMHYD_03827	fig|476272.21.peg.511	EEG47293	N-acetylmannosamine kinase (EC 2.7.1.60)	1.893733	5.346265	6.99997	76.827059	311.363397	254.73775	18.938406	12.594837	23.889871	-4.567491398	3.93E-11	-2.935186784	5.89E-05
RUMHYD_01110	fig|476272.21.peg.2455	EEG49978	Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8)	112.153166	119.498897	100.697005	878.011419	3666.754705	2682.881942	373.298459	827.097767	360.444519	-3.745042002	4.33E-11	-1.527929544	0.024604538
RUMHYD_01102	fig|476272.21.peg.2447	EEG49970	V-type ATP synthase subunit K (EC 3.6.3.14)	236.066013	306.160426	363.753979	4794.071586	2644.74489	3848.632267	196.381605	259.183396	152.351736	-2.755602132	5.18E-11	-3.482571885	3.41E-11
RUMHYD_02718	fig|476272.21.peg.849	EEG48398	"Transcriptional regulator, MarR family"	206.934627	137.62992	95.39048	39.176124	29.598109	14.343416	119.602507	121.959569	119.876347	3.277984871	5.22E-11	2.823132286	2.29E-06
RUMHYD_01101	fig|476272.21.peg.2446	EEG49969	V-type ATP synthase subunit I (EC 3.6.3.14)	188.092537	130.372685	132.093676	1722.533293	947.779579	1432.106163	92.389473	173.371532	110.411381	-2.474755858	5.30E-11	-2.722894588	1.40E-08
RUMHYD_02644	fig|476272.21.peg.774	EEG48427	hypothetical protein	0.332155	0.613251	0.717284	8.015379	6.738898	9.784807	1.706347	3.985261	28.155137	-3.142501818	5.96E-11	0.806659342	0.339368266
RUMHYD_02386	fig|476272.21.peg.1821	EEG48718	hypothetical protein	12.421211	6.694728	5.56842	94.595344	77.026536	103.338096	8.044886	14.106491	32.177166	-2.754901646	6.40E-11	-1.830742598	0.000310996
RUMHYD_01063	fig|476272.21.peg.2409	EEG49983	hypothetical protein	2.065284	3.161502	4.718759	43.92391	152.737974	63.842292	16.639835	26.042105	27.375254	-3.99810311	6.68E-11	-1.282869576	0.047325553
RUMHYD_01108	fig|476272.21.peg.2453	EEG49976	V-type ATP synthase subunit D (EC 3.6.3.14)	265.143104	169.394607	177.220019	3307.114252	1391.435656	2820.759064	182.482513	372.667169	199.580776	-2.826742321	7.11E-11	-2.621092127	1.06E-06
RUMHYD_01111	fig|476272.21.peg.2456	EEG49979	Indolepyruvate oxidoreductase subunit IorB (EC 1.2.7.8)	87.586613	59.12217	59.905321	607.894209	3065.446376	1517.180355	351.91323	659.871922	431.004739	-3.892355735	9.24E-11	-1.239947935	0.074894043
RUMHYD_02695	fig|476272.21.peg.825	EEG48409	hypothetical protein	13.84293	12.074802	14.291925	119.572407	174.214023	127.481486	38.531705	45.55079	20.145941	-2.578976735	9.24E-11	-1.24649156	0.062961274
RUMHYD_00171	fig|476272.21.peg.3176	EEG50877	hypothetical protein	58.26982	31.87634	44.454034	388.417204	350.070526	584.36904	105.372085	149.248374	82.513751	-2.564945838	1.16E-10	-1.209944582	0.03176814
RUMHYD_03099	fig|476272.21.peg.1230	EEG48015	hypothetical protein	42.98611	42.932786	34.010873	316.607716	620.271228	630.256563	60.98954	108.21111	41.318335	-2.942074873	1.23E-10	-2.16913371	0.000396048
RUMHYD_00173	fig|476272.21.peg.3178	EEG50879	hypothetical protein	7.12519	7.190812	4.569744	60.686199	173.16365	108.929097	11.577888	22.487311	6.546502	-3.433384868	1.65E-10	-2.361808275	0.000820932
RUMHYD_02599	fig|476272.21.peg.727	EEG48499	hypothetical protein	151.187251	275.458181	349.882416	67.347279	62.810668	62.396848	24.315481	42.832623	66.044535	2.991363933	1.65E-10	-0.070402115	0.931595979
RUMHYD_02873	fig|476272.21.peg.1007	EEG48242	hypothetical protein	110620.0319	123911.258	96907.05084	13032.09719	5104.389507	26600.75066	23272.33297	24998.12674	22205.80872	3.848942443	1.65E-10	1.263680099	0.064871451
RUMHYD_01734	fig|476272.21.peg.2108	EEG49345	hypothetical protein	350.53552	187.627954	236.430248	100.229842	56.81645	76.100359	35.173616	55.159259	37.522268	2.475602868	1.83E-10	-0.145135384	0.835622166
RUMHYD_00382	fig|476272.21.peg.3389	EEG50668	hypothetical protein	505.041919	86.834337	272.002712	41.449495	37.587447	43.669798	37.543275	22.910196	152.813756	3.759668374	2.04E-10	1.151395691	0.242246601
RUMHYD_00705	fig|476272.21.peg.3710	EEG50360	Aspartate aminotransferase (EC 2.6.1.1)	238.479776	43.046201	93.432834	14.172248	18.822876	14.739814	7.277032	21.254263	21.711979	3.602618279	2.15E-10	0.613697266	0.312853639
RUMHYD_03087	fig|476272.21.peg.1220	EEG48005	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	768.093084	1068.903109	980.926047	155.276063	154.990039	307.519908	125.958554	222.879521	107.437762	2.934318621	2.27E-10	0.331987037	0.627021086
RUMHYD_02484	fig|476272.21.peg.1914	EEG48614	hypothetical protein	3.342993	2.208531	2.686057	81.139182	17.501081	64.13266	6.474158	6.158309	13.872869	-3.558213944	3.50E-10	-1.947788148	0.003203098
RUMHYD_01157	fig|476272.21.peg.2504	EEG49916	hypothetical protein	296.903723	173.217337	129.762885	28.319798	17.444427	48.802298	0	0	11.30623	3.614285396	3.62E-10	-2.901119097	0.180310003
RUMHYD_02878	fig|476272.21.peg.1011	EEG48247	hypothetical protein	4290.062855	1096.347064	1773.780762	484.063694	400.697756	147.521392	2387.947865	2541.505458	2074.578516	3.63564136	4.62E-10	3.474025325	2.42E-09
RUMHYD_02235	fig|476272.21.peg.1669	EEG48863	Neopullulanase (EC 3.2.1.135)	83.75684	27.220227	44.931473	1135.633056	688.134132	709.393964	78.18712	184.627812	44.603737	-3.04858256	4.88E-10	-2.45635471	0.000295318
RUMHYD_02096	fig|476272.21.peg.1526	EEG48976	"ABC transporter-coupled two-component system, ATP-binding protein"	3.256817	3.772433	2.864549	30.911678	114.990443	67.75944	9.21199	6.996182	6.655106	-3.653609185	6.69E-10	-2.45458745	0.000929596
RUMHYD_02886	fig|476272.21.peg.1019	EEG48255	hypothetical protein	17.847023	24.117809	18.332213	168.52753	305.948176	386.364217	33.00838	30.961238	18.664095	-3.037730895	6.83E-10	-2.574048038	4.39E-05
RUMHYD_00915	fig|476272.21.peg.3925	EEG50145	DNA topoisomerase IV subunit A (EC 5.99.1.3)	132.408544	140.874489	205.698137	48.183211	32.268407	56.632213	22.890671	31.975181	36.014022	2.533788867	1.00E-09	0.108882762	0.857457045
RUMHYD_03426	fig|476272.21.peg.101	EEG47719	hypothetical protein	24.201564	20.444597	25.738914	6.52796	8.266404	5.251154	11.401709	16.474429	68.953668	2.626731566	1.00E-09	2.650891004	0.000352719
RUMHYD_00556	fig|476272.21.peg.3562	EEG50513	"Transcriptional regulator, GntR family"	84.960574	108.110244	95.700746	808.754554	3056.86664	1586.888781	255.648007	424.467337	153.132271	-3.473745832	1.01E-09	-1.991027175	0.004203243
RUMHYD_01613	fig|476272.21.peg.2964	EEG49477	"Transcriptional regulator, Xre family"	659.043384	439.81188	524.972363	272.749539	187.352423	214.429235	309.232791	221.710632	177.913691	2.246162881	1.12E-09	0.803308704	0.282741149
RUMHYD_00724	fig|476272.21.peg.3729	EEG50313	putative amidohydrolase	29.240247	22.592825	35.814409	8.902691	5.699672	10.793639	4.67727	15.301598	26.239897	2.516672414	1.30E-09	1.351335404	0.032233377
RUMHYD_02202	fig|476272.21.peg.1633	EEG48897	Metal-dependent hydrolase	1.689885	2.401198	2.592784	20.981639	50.953767	40.273322	4.476416	3.83956	7.108006	-3.298597029	1.37E-09	-2.207188469	0.001160783
RUMHYD_01240	fig|476272.21.peg.2585	EEG49859	"PTS system, fructose-specific IIA component (EC 2.7.1.202) / PTS system, fructose-specific IIB component (EC 2.7.1.202) / PTS system, fructose-specific IIC component"	396.423414	327.28875	437.827796	79.121264	28.918559	9.114976	139.691585	53.870276	69.822936	4.041184448	1.42E-09	2.134484714	0.0108891
RUMHYD_01344	fig|476272.21.peg.2693	EEG49728	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	93.517293	79.432035	68.223572	541.447099	1729.091586	1302.076425	98.350079	173.067183	65.662101	-3.173980475	1.45E-09	-2.675807601	3.82E-05
RUMHYD_02602	fig|476272.21.peg.730	EEG48502	LSU ribosomal protein L35p	1588.59837	745.684087	970.830515	299.246835	150.846101	360.251548	134.681104	258.424313	127.731483	2.981345378	1.52E-09	-0.074519023	0.937986217
RUMHYD_02085	fig|476272.21.peg.1514	EEG49014	hypothetical protein	19.876677	4.514245	9.843083	1715.350135	103.696171	256.963719	22.508642	56.552994	56.828344	-5.141538764	1.57E-09	-3.31524569	6.55E-05
RUMHYD_02715	fig|476272.21.peg.846	EEG48395	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	15.817837	6.73938	18.049511	3.831112	2.262765	2.042898	3.799267	5.38323	39.982312	3.014792219	1.58E-09	2.956528516	0.000235716
RUMHYD_01878	fig|476272.21.peg.2258	EEG49221	Peptide chain release factor 3	35.152347	64.711164	60.860429	11.953019	6.242731	14.844341	13.350426	15.4473	31.980606	3.063350817	1.58E-09	1.513704689	0.006539775
RUMHYD_02634	fig|476272.21.peg.763	EEG48490	"ABC transporter, permease protein (cluster 13, osmolytes) / ABC transporter, substrate-binding protein (cluster 13, osmolytes)"	92.596629	104.219047	91.738556	1506.058227	625.567222	1456.482445	66.558563	98.87785	59.676886	-2.779782857	1.87E-09	-3.273586607	3.14E-09
RUMHYD_03824	fig|476272.21.peg.508	EEG47304	Predicted sialic acid transporter	15.307266	9.829379	14.4179	80.863196	364.179839	267.67402	10.221799	15.452229	10.404518	-3.503656836	1.92E-09	-3.604095571	2.22E-08
RUMHYD_01819	fig|476272.21.peg.2197	EEG49271	hypothetical protein	4258.260956	6995.251476	7492.899621	1186.260281	762.445543	2104.573809	720.272957	463.044798	646.961386	3.189146425	1.94E-09	-0.504192619	0.494289929
RUMHYD_02450	fig|476272.21.peg.1881	EEG48629	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	129.879345	98.824683	146.047979	58.094166	40.576679	44.030674	34.84954	38.967082	46.253669	2.142673472	2.41E-09	0.459271314	0.411492835
RUMHYD_00160	fig|476272.21.peg.3165	EEG50866	Uronate isomerase (EC 5.3.1.12)	0.634041	0.457763	1.017254	7.966898	9.152195	9.674168	6.830127	13.242321	28.774347	-2.969101005	2.42E-09	1.366838752	0.016090403
RUMHYD_01570	fig|476272.21.peg.2919	EEG49537	hypothetical protein	236.367222	158.846241	203.146491	70.71591	91.621506	39.415904	41.636394	55.776834	37.780975	2.597930866	2.46E-09	0.040799018	0.972910762
RUMHYD_01105	fig|476272.21.peg.2450	EEG49973	V-type ATP synthase subunit F (EC 3.6.3.14)	25.285771	24.302385	54.114636	777.407415	353.10005	461.11484	34.35043	27.335065	18.071273	-2.94642738	2.96E-09	-3.555583318	2.61E-08
RUMHYD_02233	fig|476272.21.peg.1667	EEG48861	Glycogen phosphorylase (EC 2.4.1.1)	266.606594	238.20971	312.268399	2056.530285	1572.865148	2648.575619	158.1663	327.707919	114.379627	-2.224352213	3.55E-09	-2.616849124	3.94E-06
RUMHYD_00158	fig|476272.21.peg.3163	EEG50864	Mannonate dehydratase (EC 4.2.1.8)	1.030585	0.705524	0.795692	4.915795	71.319156	32.231579	2.546696	8.160819	9.802071	-4.749662988	3.65E-09	-1.950365068	0.030835434
RUMHYD_00194	fig|476272.21.peg.3201	EEG50900	hypothetical protein	105.74594	156.146569	154.099992	40.899839	13.976717	20.496364	3.224621	30.163581	11.28769	3.37552809	3.65E-09	-0.372848705	0.871629375
RUMHYD_00549	fig|476272.21.peg.3554	EEG50506	"2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase, gamma subunit (EC 1.2.7.-)"	2.121192	0	0	11908.73247	15627.42651	9367.81613	333.187854	619.048673	314.874648	-13.44907989	3.77E-09	-4.196150532	1.41E-15
RUMHYD_02139	fig|476272.21.peg.1571	EEG48949	hypothetical protein	5.894479	9.594412	7.337624	74.158663	124.311184	89.780168	19.904068	18.115866	15.522087	-2.849046702	3.86E-09	-1.66778403	0.006604285
RUMHYD_02051	fig|476272.21.peg.1482	EEG49041	DNA-binding protein HBsu	906.236269	4940.647273	2493.991902	567.702969	297.651972	389.385412	109.770618	180.879387	51.960828	3.841722515	3.89E-09	-1.182814232	0.093963454
RUMHYD_00051	fig|476272.21.peg.3057	EEG50994	Six-cysteine peptide SCIFF	8363.783844	13250.31831	5584.613297	2914.087194	1495.122849	1788.037737	153.655486	221.69897	59.801734	3.013346951	4.08E-09	-3.08520497	1.01E-05
RUMHYD_00923	fig|476272.21.peg.3933	EEG50153	tRNA pseudouridine(55) synthase (EC 5.4.99.25)	275.215706	280.838886	391.824871	130.021498	90.07905	120.940525	48.630918	51.915683	73.242771	2.245212502	4.15E-09	-0.285250214	0.615381894
RUMHYD_03184	fig|476272.21.peg.1308	EEG47900	"N-acetylornithine aminotransferase (EC 2.6.1.11) @ N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17)"	12.224239	11.519581	20.532487	131.087211	126.931258	252.657368	31.612243	51.160744	53.404618	-2.791697959	4.35E-09	-1.241251153	0.013456853
RUMHYD_02874	fig|476272.21.peg.1008	EEG48243	Phage protein	2462.273728	453.180163	522.244614	227.644412	83.004362	58.740518	2143.671474	2718.701881	1750.16202	4.09393786	4.50E-09	4.890411066	1.33E-15
RUMHYD_02384	fig|476272.21.peg.1819	EEG48716	hypothetical protein	15.416959	13.244502	17.103472	101.091337	116.631311	112.84876	15.472336	35.255179	42.081545	-2.111565011	4.58E-09	-1.277883617	0.006105588
RUMHYD_00618	fig|476272.21.peg.3625	EEG50452	Flavoprotein	87.870641	91.555246	85.074286	552.094864	1613.619487	1317.05813	115.171346	181.572501	95.178328	-2.999127885	4.60E-09	-2.424276321	6.64E-05
RUMHYD_01106	fig|476272.21.peg.2451	EEG49974	V-type ATP synthase subunit A (EC 3.6.3.14)	111.039732	140.012652	153.223855	1778.547281	804.553468	1631.964384	79.453475	135.289477	75.269953	-2.624262904	4.60E-09	-3.095236289	4.50E-09
RUMHYD_01142	fig|476272.21.peg.2489	EEG49933	Uncharacterized protein YbbK	335.0475	195.900801	315.262592	119.185077	128.280418	106.25598	39.178048	77.441312	98.696767	2.10998647	5.47E-09	-0.210936039	0.732084237
RUMHYD_01104	fig|476272.21.peg.2449	EEG49972	V-type ATP synthase subunit C (EC 3.6.3.14)	189.324986	157.967657	199.397629	2197.713913	974.220566	1708.404504	103.7057	146.138048	91.267247	-2.394078389	6.87E-09	-3.067408266	6.21E-09
RUMHYD_03609	fig|476272.21.peg.288	EEG47513	hypothetical protein	2715.644603	3306.881232	4005.180874	1517.169242	887.18011	792.606727	12174.25522	8815.17018	9223.357464	2.460268087	7.26E-09	4.020663699	1.84E-12
RUMHYD_02827	fig|476272.21.peg.959	EEG48287	hypothetical protein	162.117153	46.417585	46.149471	14.265322	3.619882	1.034587	286.201427	17.535716	104.647295	4.840162774	7.33E-09	5.445072748	1.95E-06
RUMHYD_02910	fig|476272.21.peg.1045	EEG48202	"ABC-type antimicrobial peptide transport system, permease component"	133.745182	80.812619	94.740802	650.031324	759.497075	687.306714	49.780513	113.935173	60.773994	-2.059643941	7.85E-09	-2.550405759	2.35E-07
RUMHYD_03190	fig|476272.21.peg.1315	EEG47906	"Transcriptional regulator, AcrR family"	33.284765	20.315378	36.937061	11.986331	7.905332	9.886548	6.640366	10.954942	17.0566	2.395551135	8.50E-09	0.774639725	0.328496418
RUMHYD_00470	fig|476272.21.peg.3476	EEG50594	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	153.498623	103.533239	121.37247	747.47081	1100.484107	975.774695	106.715553	186.958732	62.435546	-2.180665284	8.75E-09	-2.229061299	0.000200655
RUMHYD_00318	fig|476272.21.peg.3323	EEG50803	"CO dehydrogenase/acetyl-CoA synthase, acetyl-CoA synthase subunit (EC 2.3.1.169)"	231.000939	164.247904	208.364875	1383.665848	1022.882865	1567.738238	125.285086	197.041335	102.086662	-2.013907144	8.77E-09	-2.446250477	2.30E-06
RUMHYD_00476	fig|476272.21.peg.3482	EEG50600	Histidinol dehydrogenase (EC 1.1.1.23)	411.32547	526.074452	762.114916	151.424508	140.212551	209.978714	39.744575	80.401328	41.917024	2.509282684	9.00E-09	-0.916126716	0.097003169
RUMHYD_02717	fig|476272.21.peg.848	EEG48397	K(+)-stimulated pyrophosphate-energized sodium pump	621.549317	581.739298	646.544935	262.132719	100.520256	115.160817	193.770804	216.008276	123.30353	2.69249662	9.00E-09	1.006469636	0.124096527
RUMHYD_01773	fig|476272.21.peg.2151	EEG49301	hypothetical protein	2861.165881	1670.610612	2316.772443	652.350712	80.398988	141.753081	949.535706	536.353509	992.385303	3.938010119	9.79E-09	2.193075703	0.00739768
RUMHYD_03144	fig|476272.21.peg.1269	EEG47971	hypothetical protein	51.542713	28.896572	45.077748	13.033583	16.760224	14.159124	9.058488	12.861061	39.835475	2.214285153	9.79E-09	0.967047454	0.126502692
RUMHYD_01119	fig|476272.21.peg.2464	EEG49958	Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	1294.33654	467.713289	898.621374	318.767125	282.399056	267.466229	94.145168	192.516857	110.006526	2.401482333	9.86E-09	-0.488196803	0.394327107
RUMHYD_00463	fig|476272.21.peg.3469	EEG50587	hypothetical protein	1.286568	0.708923	0.902433	8.812753	12.204164	20.803131	1.108582	0.521694	12.206266	-3.143800574	1.04E-08	-1.253317229	0.238301815
RUMHYD_00256	fig|476272.21.peg.3262	EEG50823	Uncharacterized sugar kinase YgcE (EC 2.7.1.-)	1.095833	0.383431	0.682838	9.458418	11.095034	11.171665	2.894602	9.486292	32.307551	-3.184072278	1.24E-08	0.846676013	0.319500211
RUMHYD_01701	fig|476272.21.peg.2071	EEG49403	hypothetical protein	339.68228	177.419488	242.702523	81.421148	42.314469	48.694318	32.301772	0	105.031195	2.940012083	1.24E-08	0.190882694	0.927459988
RUMHYD_01292	fig|476272.21.peg.2640	EEG49788	Trehalose-6-phosphate hydrolase (EC 3.2.1.93)	31.347145	32.263924	34.996198	5.860697	7.755675	1.593747	38.467558	33.708707	41.43021	3.404093894	1.26E-08	3.630680496	7.34E-08
RUMHYD_01167	fig|476272.21.peg.2514	EEG49926	Aspartate aminotransferase (AspB-4) (EC 2.6.1.1)	4.925789	4.076531	5.111058	1.268552	1.030352	0.489038	3.796535	3.627201	45.827234	3.072628834	1.41E-08	4.57465226	3.61E-07
RUMHYD_00281	fig|476272.21.peg.3287	EEG50766	"ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose) / ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose)"	2.079734	2.728229	2.498473	20.811227	21.165698	44.07587	2.783109	11.737143	15.286923	-2.803177296	1.66E-08	-1.034996233	0.114928591
RUMHYD_01697	fig|476272.21.peg.2066	EEG49399	hypothetical protein	25.715905	32.04038	35.249789	13.119514	9.318549	8.10276	12.004501	12.800448	9.335323	2.342090418	1.89E-08	0.969984513	0.120786812
RUMHYD_03633	fig|476272.21.peg.312	EEG47488	"Hydrolase, HAD superfamily"	7.42095	38.645643	42.977988	4.174571	2.331182	4.511821	2.868035	3.975853	14.833641	3.85296193	2.06E-08	1.446441332	0.100631905
RUMHYD_03736	fig|476272.21.peg.418	EEG47399	tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmG	66.010111	36.671107	55.094431	21.24289	7.75086	14.171371	7.870885	17.13561	38.255267	2.577631804	2.12E-08	1.066724387	0.085211543
RUMHYD_02868	fig|476272.21.peg.1002	EEG48237	hypothetical protein	777.488784	791.025407	852.831865	482.150975	233.162575	189.277492	1626.782135	1530.269291	1269.382647	2.461573751	2.31E-08	3.004337416	9.46E-08
RUMHYD_01113	fig|476272.21.peg.2458	EEG49981	Branched-chain acyl kinase	166.544378	112.610645	134.864189	678.13675	3140.214299	2879.88247	217.831441	367.136632	227.484984	-3.325437166	2.38E-08	-2.353547957	0.000331302
