geneID	bh_t14_A	bh_t14_B	bh_t14_C	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C
RUMHYD_01957	17384	23403.105	10677.762	91604.37	94092.658	24782.281	30856.207	18355.171	21522.672
RUMHYD_01958	329	438	116	1570	1555	320	381	311.646	262
RUMHYD_01959	1540	1329	604	4618.348	6298.313	1593	1389.866	1680.618	1219.711
RUMHYD_01960	71	124	26	484.652	514.716	181	168.134	240.736	237.289
RUMHYD_01961	51	4	6	7	6	0	6	14	22
RUMHYD_01962	18	7	2	80	127	5	44.379	58.443	56.406
RUMHYD_01963	517	1577	621	3453	4425.998	1528	1060.621	1251.557	897.594
RUMHYD_01964	33	38	3	271	393	63	98	131	119.675
RUMHYD_01965	277	384	120	927	1143	423	451	412	499.325
RUMHYD_01966	1110	2327	574	3187.324	3883.956	1241.355	2632.683	1634.65	1543
RUMHYD_01967	7648.001	7661	2927	23949.857	29151.331	7012.645	9874.274	11206.12	10343
RUMHYD_01968	7975.999	9897	4664	23825.649	29811.204	9365	9597.043	10830.229	9855.141
RUMHYD_01969	1083.693	884.774	355.311	3390.588	4342.878	719	2210.871	2271	1871.598
RUMHYD_01970	730.307	726.226	401.689	2748.679	2587.394	721	2664.129	1843	2235.261
RUMHYD_01971	4740	7611.234	3283.359	19750.471	20485.072	7985.901	3087.216	3909.054	3424.896
RUMHYD_01972	1799	1312.22	597	6060.631	5292.102	1051.099	2244.783	2524.456	3377.212
RUMHYD_01973	3756	7129.547	2808.641	20399.621	19733.635	6107	7239.894	5888.489	6731.892
RUMHYD_01974	419.747	339.169	185.229	710.356	732.316	194.903	266.209	124.384	138.667
RUMHYD_01975	3417.253	2177.831	1512.771	2506.665	1563.684	1037.097	806.898	542.616	787.333
RUMHYD_01976	5333.309	13048.991	4973.35	12688.217	6191.037	5286.779	3286.468	1640.158	1546
RUMHYD_01977	5185.546	6009.368	2935.62	6491.875	3407.701	2963.931	1906.853	1463.459	882.202
RUMHYD_01978	109375.145	278836.641	108445.03	106124.688	21284.261	42488.788	18626.679	8317.384	8544.798
RUMHYD_01979	3475	2452	2162	8407.028	4451	2684	646	847	520.002
RUMHYD_01980	99	167	53	418	82	97	11	37	57
RUMHYD_01981	999	554	572	508	268	128	186	135	222.998
RUMHYD_01982	629	635	205	682	711	398	230	137	242
RUMHYD_01983	3656	4211	1961	419	431	544	103	38	76
RUMHYD_01984	219	22	59	10	4	1	0	2	0
RUMHYD_01985	107370	112920	75024	8994	1654	7655	573	192	284
RUMHYD_01986	228	340	145	510	396.36	202	159	82	215
RUMHYD_01987	9	3	13	23	20.64	7	3	0	28
RUMHYD_01988	164	92	110	119	66	40	23	17	76
RUMHYD_01989	2615	1806	1270	4612	3414	2527	685	711	398.178
RUMHYD_01990	49	72	53	227	131	72	68.378	38	97.822
RUMHYD_01991	210	319.036	122.142	711.562	710.275	162.942	196.271	115.93	198.729
RUMHYD_01992	10919	14941.964	7440.858	27182.066	30196.722	9079.058	4247.351	4737.07	5572.277
RUMHYD_01993	33	18	11	138.402	143.269	23	14.028	23	28.081
RUMHYD_01994	1894	6964	3065.498	11743.473	10906.182	4075.39	2376.258	1792.96	2074.932
RUMHYD_01995	1592	6402	2910.502	8116.125	7561.076	3707.61	1894.714	1293.636	1512.982
RUMHYD_01996	459	645.216	387.474	2367.699	2559	411.958	1062	640.404	802
RUMHYD_03910	1147.049	472	466	1345.229	772.087	793.012	81.091	107.805	31.621
RUMHYD_03911	12653	30570	17777	33527.853	39875.718	71873.084	3120	1543	977
RUMHYD_03912	5	0	7	0	2	1	0	0	0
RUMHYD_03913	20	32	13	120	51	81	4	0	6
RUMHYD_03921	0	5	7	34	19	22	11	8	139
RUMHYD_01997	7	37	19	4249.623	5587.59	13992.878	837.685	1319.798	239
RUMHYD_01998	24	45	3	7286.235	8509.688	23612.108	945.53	1201.202	245.965
RUMHYD_01999	16	75	39	8168.25	11423.044	25087.421	1201.785	2153	408.035
RUMHYD_02000	736	364	343	1145	1262	1508	75	88	160
RUMHYD_02001	12	2	9	16	32	30	0	0	4
RUMHYD_02002	3336	1308	1221	11853	13019	9398	795	638	478
RUMHYD_02003	13	8	0	10	68	30	16	6	15
RUMHYD_02004	0	0	2	8	10	4	0	2	4
RUMHYD_02005	0	4	0	4	0	0	1	2	64
RUMHYD_02006	0	0	5	4	3	2	3	18.022	268.313
RUMHYD_02007	0	0	0	0	0	0	0	17.978	44.687
RUMHYD_02008	0	0	0	0	0	0	0	5	11
RUMHYD_02009	0	7	8	15	19	26	13	20	323
RUMHYD_02010	0	12	0	0	0	2	1	8	184
RUMHYD_02011	0	0	0	0	0	0	0	5	59.671
RUMHYD_02012	0	1	0	3	4	0	13	26	258.922
RUMHYD_02013	0	6	0	3	5	0	7	20	150.922
RUMHYD_02014	0	0	0	11	0	2	26	14.772	196.485
RUMHYD_02015	0	2	0	3	0	7	15	13.228	172
RUMHYD_02017	0	0	0	0	0	6	0	6	0
RUMHYD_02016	0	2	7	19	12	9	6	5	92
RUMHYD_02018	0	0	3	8	0	6	6.439	6	55.536
RUMHYD_02021	17	306	228	25	2	54	0	0	0
RUMHYD_02022	2835	5665	4957	11283.128	4895.787	11017	576.911	344	864
RUMHYD_02023	1348	617	774	2134.904	4600.213	2431	203.089	174	162.511
RUMHYD_02024	55	32	36	243	123	205	7	14	95.489
RUMHYD_02025	17	3	13	17	9	14	0	6	8
RUMHYD_02026	463	744	624	1697	930	1404	88	68	186
RUMHYD_02027	44	56	28	85	72	71	10	3	21
RUMHYD_02028	0	2	0	9	8	8	9.561	11	107.464
RUMHYD_02029	0	1	0	7	8	14	13	0	64.313
RUMHYD_02030	0	4	4	7	4	1	1	11	159.687
RUMHYD_02031	29	1	10	4	5	14	11	5	105.149
RUMHYD_02032	0	0	0	3	4	9	2.191	3	90.557
RUMHYD_02033	0	12	5	11	5	26	12.809	18	153.327
RUMHYD_02034	0	0	0	0	0	0	0	0	0
RUMHYD_02035	0	2	5	10	11	37	28	5	167.673
RUMHYD_02036	0	0	0	0	0	2	1	5	19
RUMHYD_02037	0	9	8	12	13	22	3	18	255
RUMHYD_02038	623	1057	662	678	850	1800	15	18	17
RUMHYD_02039	655	539	402	2288	2121.334	2080	225	229	281
RUMHYD_02040	202	162	112	1135	995	1105	68	46	216.421
RUMHYD_02041	7220	14370	13937	6892	6994	8661	611	554	508.579
RUMHYD_02042	448	447	302	1657	949	1149	146	94	78
RUMHYD_02043	411	610	458	1945.942	1279	1498.138	94	148	102
RUMHYD_02044	173	200	266	414.182	364	345.862	23	4	16
RUMHYD_02045	1113	1267	1118	1993.796	802	2069.224	110.408	87	367.55
RUMHYD_02046	714	270	435	2366.241	618	1380.776	132.592	51	301.45
RUMHYD_02047	0	0	0	0	0	0	0	0	2
RUMHYD_02048	21	54	68	21	4	21	11	22	127.207
RUMHYD_02049	1499	2390.84	1405	10384.359	20011.948	12837.684	820	596	477.754
RUMHYD_02050	296	204.16	238	1587.363	2949.248	1888.316	86	80	116.039
RUMHYD_02051	3843	31918	10429	3491.379	1493.805	2721	132	97	37
RUMHYD_02052	0	63	27	161	45	78	5	5	2
RUMHYD_02053	53	27	43	150	70	102	21	0	19
RUMHYD_02054	16	157	63	159	192	189	10	2	16
RUMHYD_02055	224	470	287	896	681	806	84	87	261.874
RUMHYD_02056	175	228	260	764	365	441	75	77	238.836
RUMHYD_02057	1737	892	977	2360.825	1253	2170	64.391	87	146.29
RUMHYD_02058	9268	7414	7361	40699.915	44435.689	51623	2654.609	1809	1392
RUMHYD_02059	2312	2520	2089	7493	2749	4780	358	299	438
RUMHYD_02060	20	64	22	9	7	20	0	0	0
RUMHYD_02063	0	2	0	2	0	0	0	0	0
RUMHYD_02064	9047	11817	10607	13608.05	9065	15399	587	420	452
RUMHYD_02065	1	82.437	47.027	1.085	6	27	0	0	0
RUMHYD_02066	839	848	743	865	120	264	111	101	100
RUMHYD_02067	260	110	195.016	132.72	43.222	51	34.259	27	39.436
RUMHYD_02068	182	363	318.984	651.28	141.778	183	81.203	39	48.564
RUMHYD_02069	2396	1728	1731	3467	456	984	301.538	263	478
RUMHYD_02070	0	5	6	5	1	0	0	0	2
RUMHYD_02071	3612	6483	3831	8171	2629	10457	951	605	538
RUMHYD_02072	3086	5301	3043	13079	3885	16036	1076	602	745
RUMHYD_02073	33	92	43	67	23	130	0	0	0
RUMHYD_02074	991	386	445	960	203	632	20	33	56
RUMHYD_02075	7	41	33	140	141	163	17	29	82
RUMHYD_02076	100	92	83	394.961	444	246	61	33	134
RUMHYD_02077	357	356	320	1968.039	2941	1652	239	91	293
RUMHYD_02078	14	68	18	62	68	52	26	7	94.813
RUMHYD_02079	0	29	26	134	220	84	99	36	141.187
RUMHYD_02080	51	52	26	292.48	534	261	25	20	65
RUMHYD_02081	662	888	953	3718.501	6133.701	4543.995	440	296	459.273
RUMHYD_02082	105	117	94	524.499	823.299	593.005	56	27	106.727
RUMHYD_02083	121	92	83	15873.477	527	2482	27	18	35
RUMHYD_02084	176	152	144	63781.014	3058	9485.924	104	117.004	243.001
RUMHYD_02085	272	97	140	42238.585	2082	6257	112.738	121.996	165.999
RUMHYD_02086	987	943	873	10025.911	1998	3497	334.262	132	192.004
RUMHYD_02087	3233	4440	4498	11948.071	2385	6166	506	304	420.996
RUMHYD_02088	0	3	1	0	0	4	0	0	0
RUMHYD_02089	206	689	350	48949.941	17685.999	36238	219	184	111
RUMHYD_02090	5010	6820	4994	21051	116048.385	22960	1544	1340	897
RUMHYD_02091	4861	4163	3604	11795.395	30278.94	17311.722	737	515	468
RUMHYD_02092	0	0	0	0	1	5	0	0	0
RUMHYD_02093	443	565	508	1661	1557	1453	109	116	159.142
RUMHYD_02094	661	679	753	2244	2462	1834	214	215	338.858
RUMHYD_02095	127	190.495	113	2422.368	7987.951	5391.538	147	48	85.362
RUMHYD_02096	47	85.505	43	807.174	2448.049	1743.161	49	16	20.638
RUMHYD_02097	122	169	47	937.398	1073.157	1486.415	25	18	40
RUMHYD_02098	57	88	53	617.059	658.843	922.886	51	23	25
RUMHYD_02099	0	0	0	4	11	19	0	0	0
RUMHYD_02100	1234	1454	1114	4054	3333	4603	179	108	183.849
RUMHYD_02101	6925	5706.999	5827.592	14136.661	10934.255	15070.818	924.993	625.998	692.676
RUMHYD_02102	3511	9151.001	7210.408	12251.364	9172.745	15192.548	551.007	356.002	330.475
RUMHYD_02103	146	238	98	1265	1068	1003	78	51	78
RUMHYD_02104	6948	7613	7353	13102	15012	14032	3153	1990	1656
RUMHYD_02105	191	589	341	2448	5197	4969.065	112	61	82
RUMHYD_02106	2149	2561	2271	5089	5481	7076	504	496	364
RUMHYD_02107	591	651.074	294.46	1667.159	518.075	1117.75	137.855	62.576	46
RUMHYD_02108	1012.684	1804.653	784.201	5360.173	2028.371	3280.605	345.258	130.761	143
RUMHYD_02109	1094.316	1557.621	890.581	4203.939	1314.964	2229.569	490.573	116.994	222.067
RUMHYD_02110	24186	45775.652	36675.758	12744.728	2896.589	5351.076	2041.314	938.669	1245.933
RUMHYD_02111	3656	4885	4765	10543.189	9803.005	15901.054	805.649	542	648.155
RUMHYD_02112	3057	5768	4908	5387	3308	8526	973.351	398	510.845
RUMHYD_02113	596	207	397	222.991	92	246.358	10	6	2
RUMHYD_02114	987	2402	506	6253.009	4899	4315.642	61	70	44
RUMHYD_02115	550	360	302	17046.925	34567.837	38616.317	1071	1040	557.87
RUMHYD_02116	431	481	439	27980.06	49497.897	69761.71	952.007	766	508.13
RUMHYD_02117	577	379	428	17823.33	29657.312	43961.044	1387.97	678.107	521
RUMHYD_02118	1642	1693	1681	44235.694	59939.258	112721.597	2908.203	2048.893	1516
RUMHYD_02119	2788	2073	2346	45410.631	44970.467	92574.679	1513.821	1688	872
RUMHYD_02120	1694.972	3609	2539	102530.444	112840.673	220415.152	1912.371	2406.169	1095
RUMHYD_02121	908.028	381	597	33006.853	17389.692	53460.783	584.629	624.831	415
RUMHYD_02122	4	27	19	198	562	307	17	9	58
RUMHYD_02123	176	500	475	839	446	1336	34	32	171
RUMHYD_02124	7	10	19	249	152	411	6	14	87.372
RUMHYD_02125	442	274	292	1193	1772	1349	162	203	187.628
RUMHYD_02126	1100	737	542	1730	1385	1856	109	128	128
RUMHYD_02127	228	397	213	1909	422	355	227	143	326
RUMHYD_02128	222	238	187	1207.626	385	403.356	128.003	116.005	324
RUMHYD_02129	100	185	119	642.374	159	229.644	70.997	37.995	136
RUMHYD_02130	0	0	0	13.003	0	0	0	0	27.871
RUMHYD_02131	332	194	133	310	458.052	461	62	49	144
RUMHYD_02132	0	0	0	10	39	12	14	54	202
RUMHYD_02133	0	0	0	0	0	0	3	6	123.865
RUMHYD_02134	20	8	22	25	33	57	11	58	272.161
RUMHYD_02135	0	11	3	25	61	140	13	16	336.722
RUMHYD_02136	0	3	11	16	35	47	6	6	152.251
RUMHYD_02137	177	195	209	958	1515	2298	38	46	45
RUMHYD_02138	25	69	51	234.997	103	106	68	39	73.129
RUMHYD_02139	88	225	114	2010	2746.973	2392	110	43	50
RUMHYD_02140	150	293	139	312	163	141	68	55	94
RUMHYD_02141	170	173	144	391	152	138	109.373	54	191.839
RUMHYD_02142	185	522	360	768	589	429	142.627	161	183.161
RUMHYD_02143	449	770	623	576	326	281	169	102	198
RUMHYD_02145	278	393	317	2093	2818.28	1878	432	360	213
RUMHYD_02144	298	325	237	1057	609.992	750	91	70	212.988
RUMHYD_02146	725	842	611	3113	1958.008	2682	143	93	195.012
RUMHYD_02147	409	361	300	680	1317	1187	29	20	63
RUMHYD_02150	6860	4966	6614	2482.242	6451	3377	342	284	292
RUMHYD_02152	0	0	0	0	0	0	0	0	0
RUMHYD_02151	213	270	276	393	1060	737	31	18	93
RUMHYD_02153	2355	1542	1522	5370	4205.372	3480	351	162	312
RUMHYD_02154	1606	4356	2634	10563	19348	21510.153	854	477	339
RUMHYD_02156	2154	1660	1630	3617	3664	5085	553	837	473
RUMHYD_02157	0	0	0	0	1	5	2	0	0
RUMHYD_02159	509	494	382	535	198	606	95	39	16
RUMHYD_02158	0	3	0	0	0	1	3	12	0
RUMHYD_02160	2970.426	3796.962	3472.738	2324.695	2560.262	3381.594	376.075	355.578	479.246
RUMHYD_02161	986.574	556.038	579.262	770.305	668.738	765.406	126.925	150.422	184.754
RUMHYD_02162	1410	1885	1860	2051.323	2307	2443	373	256	377
RUMHYD_02163	842	1777	1893	674.677	769	1648	117	69	96
RUMHYD_02164	809	1235	931.052	10046.019	5399.641	11819.49	164.13	150.385	104.978
RUMHYD_02165	454	976.662	656.948	4921.292	2811.024	5529.604	101.87	91.615	111.022
RUMHYD_02166	2476	7138.338	5154	15804.857	11533.336	17920.933	585	417	314
RUMHYD_02167	2496	2390	2336	3267.106	2756	4000	200	174	302
RUMHYD_02168	1145	1108	1033	2813	1130	2779	129	127	214.662
RUMHYD_02169	1856	1891	1844	2232	725	2740	145	147	182.338
RUMHYD_02170	0	12	16	6	4	6	0	0	18
RUMHYD_02171	60	60	80	38	25	64	7	25	68
RUMHYD_02172	0	15	8	6	3	5	3	1	24.004
RUMHYD_02173	7	3	0	21	4	1	4	0	4.996
RUMHYD_02174	272	308	307	1037.202	1034	1429	94	86	193
RUMHYD_02175	85	224	158	187.798	539	325	20	37	34.811
RUMHYD_02176	193	247	279	601	719	1017	29	32	88.189
RUMHYD_02177	0	22	15	59	58	62	0	1	0
RUMHYD_02178	38	50	48	69.233	32	73.004	0	5	0
RUMHYD_02179	1474	1804	1793	3724.767	3092	2906.996	245	179	146
RUMHYD_02180	101	26	17	7	12	8	0	0	8
RUMHYD_02181	13	25	43	16	19	11	5	0	8
RUMHYD_02182	0	17	2	20	5	10	0	0	6
RUMHYD_02183	63	33	37	36	37	40	3	8	29
RUMHYD_02184	231	94	105	459	159	559	25	33	13
RUMHYD_02185	6320	4231	4306	21748.831	18613	9077	2522	1631	1076
RUMHYD_02186	48	42	13	91	42	63	16	0	4
RUMHYD_02187	104	174	150	395	493	501	82	85	35
RUMHYD_02188	610	264	276	3466.087	865	647	174	155	96
RUMHYD_02189	1535	1416	1170	16944.302	5710.069	4574.922	1018	767	439
RUMHYD_02190	6703	5612	6793	42403.129	27057.931	16635.148	2495	1456	1122
RUMHYD_02191	38	7	22	146.223	134	41	13	22	44.001
RUMHYD_02192	5635	2013	3658	15669.971	15410.8	10472.215	700	380	402.999
RUMHYD_02193	2044	1713	1711	2405.724	7045	4455	258	173	156
RUMHYD_02194	725	391	536	3151	2806	2225	176	90	163
RUMHYD_02195	0	0	0	2	0	3	4	0	7
RUMHYD_02196	79	70	50	423	486	534	409.596	23	116.413
RUMHYD_02197	0	34	43	254.154	189	280	94.404	20	85.587
RUMHYD_02198	13	27	42	412.855	327.711	427	63	20	65
RUMHYD_02199	228	122	107	703	479.289	630	152	38	222.305
RUMHYD_02200	39	17	5	165	109	169	51	18	237.696
RUMHYD_02201	203	315	226	878	1147	1526	147	19	244.999
RUMHYD_02202	30	67	48	686.791	1359.486	1282.444	30	11	27.744
RUMHYD_02203	59	150	77	1001.209	1621.199	1640.556	46	22	32.256
RUMHYD_02204	128	319	306	623	1008.314	1004	81	43	95
RUMHYD_02205	0	0	0	0	0	0	0	0	0
RUMHYD_02206	444	810	631	2613	3780	2516	148	134	180
