id	name	metabolites	compartments	annotation	reversibility
14DENLIPIDAt2ex	diphosphoethanolamine lipid IVa transport via vector periplasm to extracellular	{'14denlipidA_LptA_p': -1.0, '14denlipidA_e': 1.0, 'LptA_p': 1.0}	{'C_p', 'C_e'}	{'sbo': 'SBO:0000185'}	True
14GLUCANabcpp	1,4-alpha-D-glucan transport via ABC system (periplasm)	{'14glucan_p': -1.0, 'atp_c': -1.0, 'h2o_c': -1.0, '14glucan_c': 1.0, 'adp_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR94693'}	True
14GLUCANtexi	1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible	{'14glucan_e': -1.0, '14glucan_p': 1.0}	{'C_p', 'C_e'}	{'sbo': 'SBO:0000185', 'ec-code': '2.4.1.161', 'metanetx.reaction': 'MNXR94694'}	True
14HMDZALThr	Oxidation of 4-OH-midazolam to 1,4-Dihydroxy-midazolam in hepatocytes	{'4ohmdz_r': -1.0, 'h_r': -1.0, 'nadph_r': -1.0, 'o2_r': -1.0, '14hmdz_r': 1.0, 'h2o_r': 1.0, 'nadp_r': 1.0}	{'C_r'}	{'sbo': 'SBO:0000176'}	True
14HMDZhr	Oxidation of 1-OH-midazolam to 1,4-Dihydroxy-midazolam in hepatocytes	{'1ohmdz_r': -1.0, 'h_r': -1.0, 'nadph_r': -1.0, 'o2_r': -1.0, '14hmdz_r': 1.0, 'h2o_r': 1.0, 'nadp_r': 1.0}	{'C_r'}	{'sbo': 'SBO:0000176'}	True
14HMDZitr	14HMDZitr	{'14hmdz_r': -1.0, '14hmdz_c': 1.0}	{'C_r', 'C_c'}	{'sbo': 'SBO:0000185'}	True
14M3HDEC	14-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase	{'14m3hdACP_c': -1.0, '14mthdeACP_c': 1.0, 'h2o_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
14M3HPAHL	14-methyl-3-hydroxy-pentadecanoyl-ACP hydro-lyase	{'14m3hpACP_c': -1.0, '14mtp2eACP_c': 1.0, 'h2o_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
14M3OHO	14-methyl-3-oxo-hexa-decanoyl-ACP NADP oxidoreductase	{'14m3ohdACP_c': -1.0, 'h_c': -1.0, 'nadph_c': -1.0, '14m3hdACP_c': 1.0, 'nadp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
14M3OP	14-methyl-3-oxo-pentadecanoyl-ACP NADP oxidoreductase	{'14m3opACP_c': -1.0, 'h_c': -1.0, 'nadph_c': -1.0, '14m3hpACP_c': 1.0, 'nadp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
14MDZtev	Efflux of 1,4-Dihydroxy-midazolam into hepatic vein	{'14hmdz_c': -1.0, '14hmdz_e': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
14MHDAAD	14-methyl-hexa-decanoyl-ACP C-acyltransferase decarboxylating	{'14mhdACP_c': -1.0, 'h_c': -1.0, 'malACP_c': -1.0, '16m3ohdACP_c': 1.0, 'ACP_c': 1.0, 'co2_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
14MTACPM	14-methyl-tridecanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase	{'14mpACP_c': -1.0, 'h_c': -1.0, 'malACP_c': -1.0, '16m3opACP_c': 1.0, 'ACP_c': 1.0, 'co2_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
14MTHEAO	14-methyl-trans-hexa-dec-2-enoyl-ACP NAD oxidoreductase A-specific	{'14mthdeACP_c': -1.0, 'h_c': -1.0, 'nadph_c': -1.0, '14mhdACP_c': 1.0, 'nadp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
14MTP2EA	14-methyl-trans-pentadec-2-enoyl-ACP NAD oxidoreductase A-specific	{'14mtp2eACP_c': -1.0, 'h_c': -1.0, 'nadph_c': -1.0, '14mpACP_c': 1.0, 'nadp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
1513DTACRhr	Demthylation of 13-O-desmethyl tacrolimus to 13,15-O-didesmethyl tacrolimus in hepatocytes	{'13dmt_r': -1.0, 'ahcys_r': -1.0, 'h_r': -1.0, '1513tacr_r': 1.0, 'amet_r': 1.0}	{'C_r'}	{'sbo': 'SBO:0000176'}	True
1513DTALThr	Demthylation of 15-O-desmethyl tacrolimus to 13,15-O-didesmethyl tacrolimus in hepatocytes	{'15dmt_r': -1.0, 'ahcys_r': -1.0, 'h_r': -1.0, '1513tacr_r': 1.0, 'amet_r': 1.0}	{'C_r'}	{'sbo': 'SBO:0000176'}	True
1513TACRitr	1513TACRitr	{'1513tacr_r': -1.0, '1513tacr_c': 1.0}	{'C_r', 'C_c'}	{'sbo': 'SBO:0000185'}	True
1513TACRtep	Exit of 13,15-O-didesmethyl tacrolimus into portal blood	{'1513tacr_c': -1.0, '1513tacr_e': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
1513TACRtu	Efflux of 13,15-O-didesmethyl tacrolimus into intestinal lumen by ABC transporter	{'1513tacr_c': -1.0, 'atp_c': -1.0, 'h2o_c': -1.0, '1513tacr_e': 1.0, 'adp_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
1531TACRhr	Demethylation of 15-O-desmethyl tacrolimus to 15, 31-O-Didesmethyl-tacrolimus in hepatocytes	{'15dmt_r': -1.0, 'ahcys_r': -1.0, 'h_r': -1.0, '1531tacr_r': 1.0, 'amet_r': 1.0}	{'C_r'}	{'sbo': 'SBO:0000176'}	True
1531TACRitr	1531TACRitr	{'1531tacr_r': -1.0, '1531tacr_c': 1.0}	{'C_r', 'C_c'}	{'sbo': 'SBO:0000185'}	True
1531TACRteb	Efflux of 15, 31-O-Didesmethyl-tacrolimus into bile	{'1531tacr_c': -1.0, 'atp_c': -1.0, 'h2o_c': -1.0, '1531tacr_e': 1.0, 'adp_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
1531TACRtev	Exit of 15, 31-O-Didesmethyl-tacrolimus into hepatic vein	{'1531tacr_c': -1.0, '1531tacr_e': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
1531TALThr	Demethylation of 31-O-desmethyl tacrolimus to 15, 31-O-Didesmethyl-tacrolimus in hepatocytes	{'31dmt_r': -1.0, 'ahcys_r': -1.0, 'h_r': -1.0, '1531tacr_r': 1.0, 'amet_r': 1.0}	{'C_r'}	{'sbo': 'SBO:0000176'}	True
15DAPabcpp	Cadaverine transport via ABC system  periplasm	{'15dap_p': -1.0, 'atp_c': -1.0, 'h2o_c': -1.0, '15dap_c': 1.0, 'adp_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185'}	True
15DMThr	Demethylation of tacrolimus to 15-O-desmethyl tacrolimus in hepatocytes	{'ahcys_r': -1.0, 'h_r': -1.0, 'tacr_r': -1.0, '15dmt_r': 1.0, 'amet_r': 1.0}	{'C_r'}	{'sbo': 'SBO:0000176'}	True
15DMTitr	15DMTitr	{'15dmt_r': -1.0, '15dmt_c': 1.0}	{'C_r', 'C_c'}	{'sbo': 'SBO:0000185'}	True
15DMTtep	Exit of 15-O-desmethyl tacrolimus into portal blood	{'15dmt_c': -1.0, '15dmt_e': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
15DMTtu	Efflux of 15-O-desmethyl tacrolimus into intestinal lumen by ABC transporter	{'15dmt_c': -1.0, 'atp_c': -1.0, 'h2o_c': -1.0, '15dmt_e': 1.0, 'adp_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
15HPETATP	Transport of 15(S)-HPETE, Active Transport	{'15HPET_c': -1.0, 'atp_c': -1.0, 'h2o_c': -1.0, '15HPET_e': 1.0, 'adp_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
15HPETUPKt	Transport of 15(S)-HPETE, Diffusion	{'15HPET_e': -1.0, '15HPET_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185'}	True
15KPROSTGF2c	Formation of 15-Keto-Prostaglandin F2A	{'nad_c': -1.0, 'prostgf2_c': -1.0, '15kprostgf2_c': 1.0, 'h_c': 1.0, 'nadh_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
15KPROSTGF2t	Transport of 15-Keto-Prostaglandin F2A, Lactate Antiport	{'15kprostgf2_c': -1.0, 'lac__L_e': -1.0, '15kprostgf2_e': 1.0, 'lac__L_c': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
15M3HEXDA	15-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase	{'15m3hdACP_c': -1.0, '15methexeACP_c': 1.0, 'h2o_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
15M3OHAO	15-methyl-3-oxo-hexa-decanoyl-ACP NADP oxidoreductase	{'15m3ohdACP_c': -1.0, 'h_c': -1.0, 'nadph_c': -1.0, '15m3hdACP_c': 1.0, 'nadp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
15MHDAAD	15-methyl-hexa-decanoyl-ACP C-acyltransferase decarboxylating	{'15mhdACP_c': -1.0, 'h_c': -1.0, 'malACP_c': -1.0, '17m3ohdACP_c': 1.0, 'ACP_c': 1.0, 'co2_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
15MTHACP	15-methyl-trans-hexa-dec-2-enoyl-ACP NAD oxidoreductase A-specific	{'15methexeACP_c': -1.0, 'h_c': -1.0, 'nadph_c': -1.0, '15mhdACP_c': 1.0, 'nadp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
16GS	1 6 beta glucan synthase	{'udpg_c': -1.0, '16BDglcn_c': 1.0, 'h_c': 1.0, 'udp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR142611'}	True
16M3HDEC	16-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase	{'16m3hdACP_c': -1.0, '16mthdeACP_c': 1.0, 'h2o_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
16M3HPAHL	16-methyl-3-hydroxy-pentadecanoyl-ACP hydro-lyase	{'16m3hpACP_c': -1.0, '16mtp2eACP_c': 1.0, 'h2o_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
16M3OHO	16-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase	{'16m3ohdACP_c': -1.0, 'h_c': -1.0, 'nadph_c': -1.0, '16m3hdACP_c': 1.0, 'nadp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
16M3OP	16-methyl-3-oxo-pentadecanoyl-ACP NADP oxidoreductase	{'16m3opACP_c': -1.0, 'h_c': -1.0, 'nadph_c': -1.0, '16m3hpACP_c': 1.0, 'nadp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
16MTHEAO	16-methyl-trans-hexa-dec-2-enoyl-ACP NAD	{'16mthdeACP_c': -1.0, 'h_c': -1.0, 'nadph_c': -1.0, '16mhdACP_c': 1.0, 'nadp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
16MTP2EA	14-methyl-trans-pentadec-2-enoyl-ACP NAD oxidoreductase A-specifi	{'16mtp2eACP_c': -1.0, 'h_c': -1.0, 'nadph_c': -1.0, '16mpACP_c': 1.0, 'nadp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
17AHPRGNLONEte	Transport of 17Alpha-Hydroxypregnenolone, Extracellular	{'17ahprgnlone_c': -1.0, 'atp_c': -1.0, 'h2o_c': -1.0, '17ahprgnlone_e': 1.0, 'adp_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
17AHPRGSTRNte	Transport of 17Alpha-Hydroxyprogesterone, Extracellular	{'17ahprgstrn_c': -1.0, 'atp_c': -1.0, 'h2o_c': -1.0, '17ahprgstrn_e': 1.0, 'adp_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
17M3HDEC	17-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase	{'17m3hdACP_c': -1.0, '17mthdeACP_c': 1.0, 'h2o_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
17M3OHO	17-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase	{'17m3ohdACP_c': -1.0, 'h_c': -1.0, 'nadph_c': -1.0, '17m3hdACP_c': 1.0, 'nadp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
17MTHEAO	17-methyl-trans-hexa-dec-2-enoyl-ACP NAD	{'17mthdeACP_c': -1.0, 'h_c': -1.0, 'nadph_c': -1.0, '17mhdACP_c': 1.0, 'nadp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
18HARACHDte	Transport of 18 Hydroxy Arachidonic Acid, Extracellular Space, Active Transport	{'18harachd_c': -1.0, 'atp_c': -1.0, 'h2o_c': -1.0, '18harachd_e': 1.0, 'adp_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
18HARACHDtr	Transport of 18 Hydroxy Arachidonic Acid, Endoplasmatic Reticulum, Active Transport	{'18harachd_r': -1.0, 'atp_r': -1.0, 'h2o_r': -1.0, '18harachd_c': 1.0, 'adp_r': 1.0, 'h_r': 1.0, 'pi_r': 1.0}	{'C_r', 'C_c'}	{'sbo': 'SBO:0000185'}	True
1A25DHVITD3te	Transport As Vitamin D	{'1a25dhvitd3_e': -1.0, '1a25dhvitd3_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185'}	True
1A25HVITD2t	1A25HVITD2t	{'1a25dhvitd2_c': -1.0, '1a25dhvitd2_e': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
1A25HVITD2tm	1A25HVITD2tm	{'1a25dhvitd2_m': -1.0, '1a25dhvitd2_c': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185'}	True
1ACPCth	1-Aminocyclopropane-1-carboxylate transport, chloroplast	{'1acpc_c': -1.0, '1acpc_h': 1.0}	{'C_h', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR94696'}	True
1ACPCtm	1-Aminocyclopropane-1-carboxylate transport, mitochondria	{'1acpc_c': -1.0, '1acpc_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR94696'}	True
1AGPEAT1801819Z	1-acylglycerophosphoethanolamine O-acyltransferase (18:0/18:1(9Z))	{'1agpe180_c': -1.0, 'ocdce9coa_c': -1.0, 'coa_c': 1.0, 'pe1801819Z_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR142612'}	True
1AGPEAT1801829Z12Z	1-acylglycerophosphoethanolamine O-acyltransferase (18:0/18:2(9Z,12Z))	{'1agpe180_c': -1.0, 'lnlccoa_c': -1.0, 'coa_c': 1.0, 'pe1801829Z12Z_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR142613'}	True
1AGPEAT1801835Z9Z12Z	1-acylglycerophosphoethanolamine O-acyltransferase (18:0/18:3(5Z,12Z,15Z))	{'1agpe180_c': -1.0, 'pacoa_c': -1.0, 'coa_c': 1.0, 'pe1801835Z9Z12Z_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR142614'}	True
1AGPEAT1801845Z9Z12Z15Z	1-acylglycerophosphoethanolamine O-acyltransferase (18:0/18:4(5Z,9Z,12Z,15Z))	{'1agpe180_c': -1.0, 'cacoa_c': -1.0, 'coa_c': 1.0, 'pe1801845Z9Z12Z15Z_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR142615'}	True
1AGPEAT18111Z1819Z	1-acylglycerophosphoethanolamine O-acyltransferase (18:1(11Z)/18:1(9Z))	{'1agpe18111Z_c': -1.0, 'ocdce9coa_c': -1.0, 'coa_c': 1.0, 'pe18111Z1819Z_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR94701'}	True
1AGPEAT18111Z1829Z12Z	1-acylglycerophosphoethanolamine O-acyltransferase (18:1(11Z)/18:2(9Z,12Z))	{'1agpe18111Z_c': -1.0, 'lnlccoa_c': -1.0, 'coa_c': 1.0, 'pe18111Z1829Z12Z_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR94702'}	True
1AGPEAT18111Z1835Z9Z12Z	1-acylglycerophosphoethanolamine O-acyltransferase (18:1(11Z)/18:3(5Z,12Z,15Z))	{'1agpe18111Z_c': -1.0, 'pacoa_c': -1.0, 'coa_c': 1.0, 'pe18111Z1835Z9Z12Z_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR94703'}	True
1AGPEAT18111Z1845Z9Z12Z15Z	1-acylglycerophosphoethanolamine O-acyltransferase (18:1(11Z)/18:4(5Z,9Z,12Z,15Z))	{'1agpe18111Z_c': -1.0, 'cacoa_c': -1.0, 'coa_c': 1.0, 'pe18111Z1845Z9Z12Z15Z_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR94704'}	True
1AGPEAT1819Z1819Z	1-acylglycerophosphoethanolamine O-acyltransferase (18:1(9Z)/18:1(9Z))	{'1agpe1819Z_c': -1.0, 'ocdce9coa_c': -1.0, 'coa_c': 1.0, 'pe1819Z1819Z_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR94705'}	True
1AGPEAT1819Z1829Z12Z	1-acylglycerophosphoethanolamine O-acyltransferase (18:1(9Z)/18:2(9Z,12Z))	{'1agpe1819Z_c': -1.0, 'lnlccoa_c': -1.0, 'coa_c': 1.0, 'pe1819Z1829Z12Z_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR94706'}	True
1AGPEAT1819Z1835Z9Z12Z	1-acylglycerophosphoethanolamine O-acyltransferase (18:1(9Z)/18:3(5Z,12Z,15Z))	{'1agpe1819Z_c': -1.0, 'pacoa_c': -1.0, 'coa_c': 1.0, 'pe1819Z1835Z9Z12Z_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR94707'}	True
1AGPEAT1819Z1845Z9Z12Z15Z	1-acylglycerophosphoethanolamine O-acyltransferase (18:1(9Z)/18:4(5Z,9Z,12Z,15Z))	{'1agpe1819Z_c': -1.0, 'cacoa_c': -1.0, 'coa_c': 1.0, 'pe1819Z1845Z9Z12Z15Z_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR94708'}	True
1AGPEAT1829Z12Z1835Z9Z12Z	1-acylglycerophosphoethanolamine O-acyltransferase (18:2(9Z,12Z)/18:3(5Z,12Z,15Z))	{'1agpe1829Z12Z_c': -1.0, 'pacoa_c': -1.0, 'coa_c': 1.0, 'pe1829Z12Z1835Z9Z12Z_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR94709'}	True
1HIBUPGLUC_Sthv	Release of 1-hydroxy S-ibuprofen-glucuronide into hepatic vein	{'1hibupglu__S_c': -1.0, '1hibupglu__S_e': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
1HIBUPGLUitr	1HIBUPGLUitr	{'1hibupglu__S_r': -1.0, '1hibupglu__S_c': 1.0}	{'C_r', 'C_c'}	{'sbo': 'SBO:0000185'}	True
1HIBUP_SGLUhep	Glucuronidation of 1-hydroxy ibuprofen	{'1hibup__S_r': -1.0, 'udpglcur_r': -1.0, '1hibupglu__S_r': 1.0, 'udp_r': 1.0}	{'C_r'}	{'sbo': 'SBO:0000176'}	True
1HIBUP_Sitr	1HIBUP Sitr	{'1hibup__S_r': -1.0, '1hibup__S_c': 1.0}	{'C_r', 'C_c'}	{'sbo': 'SBO:0000185'}	True
1HIBUP_Sthv	Release of 1-hydroxy-ibuprofen into hepatic vein	{'1hibup__S_c': -1.0, '1hibup__S_e': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
1HMDGLUChr	Glucuronidation of 1-OH-midazolam in enterocytes	{'1ohmdz_r': -1.0, 'udpglcur_r': -1.0, '1hmdgluc_r': 1.0, 'h_r': 1.0, 'udp_r': 1.0}	{'C_r'}	{'sbo': 'SBO:0000176'}	True
1HMDGLUCitr	1HMDGLUCitr	{'1hmdgluc_r': -1.0, '1hmdgluc_c': 1.0}	{'C_r', 'C_c'}	{'sbo': 'SBO:0000185'}	True
1HMDZGLUChc	Uptake of 1-OH-midazolam-glucuronide into hepatocytes	{'1hmdgluc_e': -1.0, '1hmdgluc_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185'}	True
1MNCAMt	Transport of 1-Methylnicotinamide	{'1mncam_e': -1.0, '1mncam_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185'}	True
1MNCAMti	N1-Methylnicotinamide transport	{'1mncam_c': -1.0, 'atp_c': -1.0, 'h2o_c': -1.0, '1mncam_e': 1.0, 'adp_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR94710'}	True
1OHMDZhr	Oxidation of midazolam to 1-OH-midazolam in hepatocytes	{'h_r': -1.0, 'mdz_r': -1.0, 'nadph_r': -1.0, 'o2_r': -1.0, '1ohmdz_r': 1.0, 'h2o_r': 1.0, 'nadp_r': 1.0}	{'C_r'}	{'sbo': 'SBO:0000176'}	True
1OHMDZitr	1OHMDZitr	{'1ohmdz_r': -1.0, '1ohmdz_c': 1.0}	{'C_r', 'C_c'}	{'sbo': 'SBO:0000185'}	True
1OHMDZtep	Efflux of 1-OH-midazolam into portal blood	{'1ohmdz_c': -1.0, '1ohmdz_e': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
1P2CBXLCYCL	1 Pyrroline 2 carboxylate cyclation	{'5a2opntn_c': -1.0, '1p2cbxl_c': 1.0, 'h2o_c': 1.0, 'h_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
1P2CBXLR	Delta1 piperideine 2 carboxylate reductase	{'1p2cbxl_c': -1.0, 'h_c': -2.0, 'nadph_c': -1.0, 'nadp_c': 1.0, 'pro__L_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
1PPDCRc	L PipecolateNADP 2 oxidoreductase	{'1pipdn2c_c': -1.0, 'h_c': -1.0, 'nadph_c': -1.0, 'Lpipecol_c': 1.0, 'nadp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': ['1.5.1.1', '1.5.1.21', '1.5.1.25'], 'rhea': ['12524', '12525', '12526', '12527'], 'metanetx.reaction': 'MNXR94711', 'reactome': ['R-ATH-5693347', 'R-BTA-5693347', 'R-CFA-5693347', 'R-DDI-5693347', 'R-DME-5693347', 'R-DRE-5693347', 'R-GGA-5693347', 'R-HSA-5693347', 'R-MMU-5693347', 'R-OSA-5693347', 'R-RNO-5693347', 'R-SPO-5693347', 'R-SSC-5693347', 'R-TGU-5693347', 'R-XTR-5693347'], 'kegg.reaction': 'R02203', 'seed.reaction': 'rxn01579'}	True
1PPDCRp	Delta1-piperideine-2-carboxylate reductase, perixosomal	{'1pipdn2c_x': -1.0, 'h_x': -1.0, 'nadh_x': -1.0, 'Lpipecol_x': 1.0, 'nad_x': 1.0}	{'C_x'}	{'sbo': 'SBO:0000176', 'ec-code': ['1.5.1.1', '1.5.1.21'], 'rhea': ['30807', '30808', '30809', '30810'], 'biocyc': 'META:RXN-14210', 'metanetx.reaction': 'MNXR94712', 'kegg.reaction': 'R02201', 'seed.reaction': 'rxn01578'}	True
1PPDCRp_1	Delta1-piperideine-2-carboxylate reductase,perixosomal	{'1pipdn2c_c': -1.0, 'h_c': -1.0, 'nadh_c': -1.0, 'Lpipecol_c': 1.0, 'nad_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
1PQQS	Pyrroloquinoline quinone biosynthesis  1pqq	{'2pqq_c': -1.0, 'o2_c': -1.0, '1pqq_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
1PY4h3cAH	1 Pyrroline 4 hydroxy 2 carboxylate aminohydrolase  decyclizing	{'1py4h3c_c': -1.0, 'h2o_c': -1.0, 'h_c': -1.0, '25dop_c': 1.0, 'nh4_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
1a25DHVITD3TRn	Tanslocation of 1-alpha,25-Dihydroxyvitamin D3 to nucleus	{'1a25dhvitd3_c': -1.0, '1a25dhvitd3_n': 1.0}	{'C_n', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR94713'}	True
1a_24_25VITD2Hm	1-alpha-Vitamin D-24,25-hydroxylase (D2)	{'2425dhvitd2_m': -1.0, 'h_m': -1.0, 'nadph_m': -1.0, 'o2_m': -1.0, '1a2425thvitd2_m': 1.0, 'h2o_m': 1.0, 'nadp_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR94714'}	True
1a_24_25VITD3Hm	1-alpha-Vitamin D-24,25-hydroxylase (D3)	{'2425dhvitd3_m': -1.0, 'h_m': -1.0, 'nadph_m': -1.0, 'o2_m': -1.0, '1a2425thvitd3_m': 1.0, 'h2o_m': 1.0, 'nadp_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR94715'}	True
1a_25VITD2Hm	1-alpha,24R,25-Vitamin D-hydroxylase (D2)	{'1a25dhvitd2_m': -1.0, 'h_m': -1.0, 'nadph_m': -1.0, 'o2_m': -1.0, '1a2425thvitd2_m': 1.0, 'h2o_m': 1.0, 'nadp_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR94716'}	True
1a_25VITD3Hm	1-alpha,24R,25-Vitamin D-hydroxylase (D3)	{'1a25dhvitd3_m': -1.0, 'h_m': -1.0, 'nadph_m': -1.0, 'o2_m': -1.0, '1a2425thvitd3_m': 1.0, 'h2o_m': 1.0, 'nadp_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR94717'}	True
21HPRGNLONE	Formation of 21-Hydroxypregnenolone	{'h_c': -1.0, 'nadph_c': -1.0, 'o2_c': -1.0, 'prgnlone_c': -1.0, '21hprgnlone_c': 1.0, 'h2o_c': 1.0, 'nadp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
